==========================================
Job ID: 430664
Node(s): i617-[003-004,011-014]
Start Time: Wed Nov  5 03:55:10 PM CST 2025
Working Directory: /home1/11112/rasmus1142/381K-Vision-GNN-Project
==========================================
Python 3.9.18
/home1/11112/rasmus1142/381K-Vision-GNN-Project/venv/bin/python
Starting Dynamic Hypergraph Model for CIFAR-100 Classification
Loading CIFAR-100 dataset...
Train dataset shape: (50000, 32, 32, 3)
Using device: cpu

Starting training for 300 epochs...
Epoch 1/300, Loss: 4.41200, Accuracy: 0.02950
Epoch 47/300, Loss: 2.98851, Accuracy: 0.25684
Epoch 48/300, Loss: 2.97426, Accuracy: 0.26066
Epoch 49/300, Loss: 2.96267, Accuracy: 0.26276
Epoch 50/300, Loss: 2.94918, Accuracy: 0.26506
Epoch 51/300, Loss: 2.92865, Accuracy: 0.27006
Epoch 52/300, Loss: 2.93035, Accuracy: 0.27278
Epoch 53/300, Loss: 2.91153, Accuracy: 0.27548
Epoch 54/300, Loss: 2.90553, Accuracy: 0.27520
Epoch 55/300, Loss: 2.89254, Accuracy: 0.27818
Epoch 56/300, Loss: 2.86104, Accuracy: 0.28316
Epoch 57/300, Loss: 2.85780, Accuracy: 0.28538
Epoch 58/300, Loss: 2.85470, Accuracy: 0.28658
Epoch 59/300, Loss: 2.84193, Accuracy: 0.29134
Epoch 60/300, Loss: 2.83366, Accuracy: 0.28970
Epoch 61/300, Loss: 2.83917, Accuracy: 0.29046
Epoch 62/300, Loss: 2.79961, Accuracy: 0.29780
Epoch 63/300, Loss: 2.80342, Accuracy: 0.29678
Epoch 64/300, Loss: 2.80436, Accuracy: 0.29886
Epoch 65/300, Loss: 2.78352, Accuracy: 0.30262
Epoch 66/300, Loss: 2.80500, Accuracy: 0.30012
Epoch 67/300, Loss: 2.77072, Accuracy: 0.30480
Epoch 68/300, Loss: 2.73985, Accuracy: 0.31020
Epoch 69/300, Loss: 2.74696, Accuracy: 0.30898
Epoch 70/300, Loss: 2.75413, Accuracy: 0.30924
Epoch 71/300, Loss: 2.73340, Accuracy: 0.31332
Epoch 72/300, Loss: 2.72699, Accuracy: 0.31530
Epoch 73/300, Loss: 2.71902, Accuracy: 0.31636
Epoch 74/300, Loss: 2.70766, Accuracy: 0.31964
Epoch 75/300, Loss: 2.70246, Accuracy: 0.32178
Epoch 76/300, Loss: 2.70686, Accuracy: 0.32246
Epoch 77/300, Loss: 2.67943, Accuracy: 0.32470
Epoch 78/300, Loss: 2.69819, Accuracy: 0.31936
Epoch 79/300, Loss: 2.67709, Accuracy: 0.32720
Epoch 80/300, Loss: 2.66990, Accuracy: 0.32678
Epoch 81/300, Loss: 2.66603, Accuracy: 0.33030
Epoch 82/300, Loss: 2.68425, Accuracy: 0.32572
Epoch 83/300, Loss: 2.64461, Accuracy: 0.33446
Epoch 84/300, Loss: 2.66792, Accuracy: 0.32824
Epoch 85/300, Loss: 2.64285, Accuracy: 0.33310
Epoch 86/300, Loss: 2.63641, Accuracy: 0.33732
Epoch 87/300, Loss: 2.64280, Accuracy: 0.33548
Epoch 88/300, Loss: 2.63045, Accuracy: 0.33672
Epoch 89/300, Loss: 2.62949, Accuracy: 0.33904
Epoch 90/300, Loss: 2.61852, Accuracy: 0.34014
Epoch 91/300, Loss: 2.63003, Accuracy: 0.33996
Epoch 92/300, Loss: 2.61401, Accuracy: 0.34226
Epoch 93/300, Loss: 2.63568, Accuracy: 0.33886
Epoch 94/300, Loss: 2.59213, Accuracy: 0.34820
Epoch 95/300, Loss: 2.60345, Accuracy: 0.34718
Epoch 96/300, Loss: 2.60701, Accuracy: 0.34612
Epoch 97/300, Loss: 2.58222, Accuracy: 0.35084
Epoch 98/300, Loss: 2.57269, Accuracy: 0.35176
Epoch 99/300, Loss: 2.60835, Accuracy: 0.34564
Epoch 100/300, Loss: 2.57684, Accuracy: 0.35188
Epoch 101/300, Loss: 2.56370, Accuracy: 0.35384
Epoch 102/300, Loss: 2.54721, Accuracy: 0.35726
Epoch 103/300, Loss: 2.56682, Accuracy: 0.35648
Epoch 104/300, Loss: 2.55577, Accuracy: 0.35664
Epoch 105/300, Loss: 2.54317, Accuracy: 0.35974
Epoch 106/300, Loss: 2.56093, Accuracy: 0.35576
Epoch 107/300, Loss: 2.53689, Accuracy: 0.35916
Epoch 108/300, Loss: 2.55087, Accuracy: 0.35768
Epoch 109/300, Loss: 2.52698, Accuracy: 0.36196
Epoch 110/300, Loss: 2.50568, Accuracy: 0.36492
Epoch 111/300, Loss: 2.51553, Accuracy: 0.36518
Epoch 112/300, Loss: 2.51109, Accuracy: 0.36850
Epoch 113/300, Loss: 2.51565, Accuracy: 0.36544
Epoch 114/300, Loss: 2.51469, Accuracy: 0.36656
Epoch 115/300, Loss: 2.49597, Accuracy: 0.36986
Epoch 116/300, Loss: 2.49025, Accuracy: 0.37144
Epoch 117/300, Loss: 2.50802, Accuracy: 0.36950
Epoch 118/300, Loss: 2.49102, Accuracy: 0.37200
Epoch 119/300, Loss: 2.50228, Accuracy: 0.36998
Epoch 120/300, Loss: 2.46858, Accuracy: 0.37488
Epoch 121/300, Loss: 2.52849, Accuracy: 0.36524
Epoch 122/300, Loss: 2.49321, Accuracy: 0.37142
Epoch 123/300, Loss: 2.51087, Accuracy: 0.37142
Epoch 124/300, Loss: 2.51750, Accuracy: 0.36952
Epoch 125/300, Loss: 2.50193, Accuracy: 0.37172
Epoch 126/300, Loss: 2.47640, Accuracy: 0.37566
Epoch 127/300, Loss: 2.44291, Accuracy: 0.38200
Epoch 128/300, Loss: 2.46094, Accuracy: 0.37980
Epoch 129/300, Loss: 2.47914, Accuracy: 0.37580
Epoch 130/300, Loss: 2.46732, Accuracy: 0.37898
Epoch 131/300, Loss: 2.48685, Accuracy: 0.37718
Epoch 132/300, Loss: 2.48421, Accuracy: 0.37436
Epoch 133/300, Loss: 2.44254, Accuracy: 0.38352
Epoch 134/300, Loss: 2.45755, Accuracy: 0.38136
Epoch 135/300, Loss: 2.44872, Accuracy: 0.38098
Epoch 136/300, Loss: 2.47221, Accuracy: 0.38016
Epoch 137/300, Loss: 2.43602, Accuracy: 0.38260
Epoch 138/300, Loss: 2.43900, Accuracy: 0.38540
Epoch 139/300, Loss: 2.48586, Accuracy: 0.37628
Epoch 140/300, Loss: 2.43177, Accuracy: 0.38668
Epoch 141/300, Loss: 2.51527, Accuracy: 0.37236
Epoch 142/300, Loss: 2.42163, Accuracy: 0.39036
Epoch 143/300, Loss: 2.44011, Accuracy: 0.38514
Epoch 144/300, Loss: 2.43468, Accuracy: 0.38888
Epoch 145/300, Loss: 2.44067, Accuracy: 0.38476
Epoch 146/300, Loss: 2.41409, Accuracy: 0.39328
Epoch 147/300, Loss: 2.43738, Accuracy: 0.38692
Epoch 148/300, Loss: 2.43165, Accuracy: 0.38964
Epoch 149/300, Loss: 2.46313, Accuracy: 0.38322
Epoch 150/300, Loss: 2.40039, Accuracy: 0.39246
Epoch 151/300, Loss: 2.41513, Accuracy: 0.39094
Epoch 152/300, Loss: 2.40624, Accuracy: 0.39542
Epoch 153/300, Loss: 2.40404, Accuracy: 0.39536
Epoch 154/300, Loss: 2.39218, Accuracy: 0.39846
Epoch 155/300, Loss: 2.42948, Accuracy: 0.38934
Epoch 156/300, Loss: 2.39417, Accuracy: 0.39842
Epoch 157/300, Loss: 2.39931, Accuracy: 0.39714
Epoch 158/300, Loss: 2.36718, Accuracy: 0.40168
Epoch 159/300, Loss: 2.41741, Accuracy: 0.39362
Epoch 160/300, Loss: 2.43792, Accuracy: 0.39080
Epoch 161/300, Loss: 2.39745, Accuracy: 0.39732
Epoch 162/300, Loss: 2.37571, Accuracy: 0.40050
Epoch 163/300, Loss: 2.40699, Accuracy: 0.39660
Epoch 164/300, Loss: 2.37642, Accuracy: 0.39974
Epoch 165/300, Loss: 2.38448, Accuracy: 0.39826
Epoch 166/300, Loss: 2.42100, Accuracy: 0.39516
Epoch 167/300, Loss: 2.40598, Accuracy: 0.39664
Epoch 168/300, Loss: 2.36762, Accuracy: 0.40484
Epoch 169/300, Loss: 2.37510, Accuracy: 0.40530
Epoch 170/300, Loss: 2.41099, Accuracy: 0.39564
Epoch 171/300, Loss: 2.34716, Accuracy: 0.40934
Epoch 172/300, Loss: 2.40434, Accuracy: 0.39560
Epoch 173/300, Loss: 2.36844, Accuracy: 0.40706
Epoch 174/300, Loss: 2.37569, Accuracy: 0.40428
Epoch 175/300, Loss: 2.37894, Accuracy: 0.40328
Epoch 176/300, Loss: 2.39807, Accuracy: 0.39932
Epoch 177/300, Loss: 2.43355, Accuracy: 0.39170
Epoch 178/300, Loss: 2.50371, Accuracy: 0.38376
Epoch 179/300, Loss: 2.35212, Accuracy: 0.40810
Epoch 180/300, Loss: 2.36588, Accuracy: 0.40642
Epoch 181/300, Loss: 2.35963, Accuracy: 0.40782
Epoch 182/300, Loss: 2.39117, Accuracy: 0.40254
Epoch 183/300, Loss: 2.37446, Accuracy: 0.40542
Epoch 184/300, Loss: 2.39288, Accuracy: 0.39986
Epoch 185/300, Loss: 2.42319, Accuracy: 0.39656
Epoch 186/300, Loss: 2.33583, Accuracy: 0.41284
Epoch 187/300, Loss: 2.34553, Accuracy: 0.41082
Epoch 188/300, Loss: 2.37985, Accuracy: 0.40752
Epoch 189/300, Loss: 2.35526, Accuracy: 0.40978
Epoch 190/300, Loss: 2.36271, Accuracy: 0.40738
Epoch 191/300, Loss: 2.39888, Accuracy: 0.40368
Epoch 192/300, Loss: 2.37628, Accuracy: 0.40552
Epoch 193/300, Loss: 2.37125, Accuracy: 0.41070
Epoch 194/300, Loss: 2.35936, Accuracy: 0.40942
Epoch 195/300, Loss: 2.38224, Accuracy: 0.40606
Epoch 196/300, Loss: 2.32474, Accuracy: 0.41514
Epoch 197/300, Loss: 2.39128, Accuracy: 0.40530
Epoch 198/300, Loss: 2.32088, Accuracy: 0.41872
Epoch 199/300, Loss: 2.44080, Accuracy: 0.39780
Epoch 200/300, Loss: 2.35748, Accuracy: 0.41388
Epoch 201/300, Loss: 2.36923, Accuracy: 0.40796
Epoch 202/300, Loss: 2.35011, Accuracy: 0.41484
Epoch 203/300, Loss: 2.41261, Accuracy: 0.40150
Epoch 204/300, Loss: 2.35730, Accuracy: 0.41236
Epoch 205/300, Loss: 2.37653, Accuracy: 0.41044
Epoch 206/300, Loss: 2.38475, Accuracy: 0.40852
Epoch 207/300, Loss: 2.38173, Accuracy: 0.41038
Epoch 208/300, Loss: 2.31815, Accuracy: 0.42062
Epoch 209/300, Loss: 2.32289, Accuracy: 0.41724
Epoch 210/300, Loss: 2.38551, Accuracy: 0.40996
Epoch 211/300, Loss: 2.39899, Accuracy: 0.40460
Epoch 212/300, Loss: 2.34050, Accuracy: 0.41702
Epoch 213/300, Loss: 2.37568, Accuracy: 0.40902
Epoch 214/300, Loss: 2.36990, Accuracy: 0.40988
Epoch 215/300, Loss: 2.33448, Accuracy: 0.41854
Epoch 216/300, Loss: 2.38503, Accuracy: 0.40836
Epoch 217/300, Loss: 2.35713, Accuracy: 0.41432
Epoch 218/300, Loss: 2.49575, Accuracy: 0.38630
Epoch 219/300, Loss: 2.37276, Accuracy: 0.40924
Epoch 220/300, Loss: 2.37990, Accuracy: 0.40792
Epoch 221/300, Loss: 2.32390, Accuracy: 0.41692
Epoch 222/300, Loss: 2.37144, Accuracy: 0.41060
Epoch 223/300, Loss: 2.35222, Accuracy: 0.41254
Epoch 224/300, Loss: 2.35968, Accuracy: 0.41068
Epoch 225/300, Loss: 2.34175, Accuracy: 0.41530
Epoch 226/300, Loss: 2.39335, Accuracy: 0.40740
Epoch 227/300, Loss: 2.36434, Accuracy: 0.41064
Epoch 228/300, Loss: 2.36619, Accuracy: 0.41032
Epoch 229/300, Loss: 2.34709, Accuracy: 0.41644
Epoch 230/300, Loss: 2.29971, Accuracy: 0.42336
Epoch 231/300, Loss: 2.36935, Accuracy: 0.41080
Epoch 232/300, Loss: 2.38794, Accuracy: 0.40628
Epoch 233/300, Loss: 2.35794, Accuracy: 0.41522
Epoch 234/300, Loss: 2.36708, Accuracy: 0.41352
Epoch 235/300, Loss: 2.39985, Accuracy: 0.40784
Epoch 236/300, Loss: 2.36484, Accuracy: 0.41482
Epoch 237/300, Loss: 2.33531, Accuracy: 0.41732
Epoch 238/300, Loss: 2.38654, Accuracy: 0.40928
Epoch 239/300, Loss: 2.31871, Accuracy: 0.42200
Epoch 240/300, Loss: 2.33236, Accuracy: 0.41736
Epoch 241/300, Loss: 2.40329, Accuracy: 0.40630
Epoch 242/300, Loss: 2.33889, Accuracy: 0.41944
Epoch 243/300, Loss: 2.37811, Accuracy: 0.41104
Epoch 244/300, Loss: 2.31765, Accuracy: 0.42336
Epoch 245/300, Loss: 2.30021, Accuracy: 0.42624
Epoch 246/300, Loss: 2.38422, Accuracy: 0.41584
Epoch 247/300, Loss: 2.31954, Accuracy: 0.42118
Epoch 248/300, Loss: 2.45638, Accuracy: 0.40400
Epoch 249/300, Loss: 2.36308, Accuracy: 0.41750
Epoch 250/300, Loss: 2.34574, Accuracy: 0.41858
Epoch 251/300, Loss: 2.34342, Accuracy: 0.41816
Epoch 252/300, Loss: 2.34118, Accuracy: 0.41784
Epoch 253/300, Loss: 2.39290, Accuracy: 0.41050
Epoch 254/300, Loss: 2.38869, Accuracy: 0.41266
Epoch 255/300, Loss: 2.39649, Accuracy: 0.40958
Epoch 256/300, Loss: 2.35357, Accuracy: 0.41544
Epoch 257/300, Loss: 2.27650, Accuracy: 0.43052
Epoch 258/300, Loss: 2.40073, Accuracy: 0.40926
Epoch 259/300, Loss: 2.38888, Accuracy: 0.41282
Epoch 260/300, Loss: 2.33751, Accuracy: 0.42112
Epoch 261/300, Loss: 2.35215, Accuracy: 0.41770
Epoch 262/300, Loss: 2.44217, Accuracy: 0.40352
Epoch 263/300, Loss: 2.35290, Accuracy: 0.41682
Epoch 264/300, Loss: 2.36347, Accuracy: 0.41448
Epoch 265/300, Loss: 2.34163, Accuracy: 0.41810
Epoch 266/300, Loss: 2.41438, Accuracy: 0.40776
Epoch 267/300, Loss: 2.35618, Accuracy: 0.41858
Epoch 268/300, Loss: 2.30870, Accuracy: 0.42754
Epoch 269/300, Loss: 2.37989, Accuracy: 0.41392
Epoch 270/300, Loss: 2.35868, Accuracy: 0.41602
Epoch 271/300, Loss: 2.32796, Accuracy: 0.41978
Epoch 272/300, Loss: 2.46698, Accuracy: 0.39766
Epoch 273/300, Loss: 2.36672, Accuracy: 0.41358
Epoch 274/300, Loss: 2.41946, Accuracy: 0.40714
Epoch 275/300, Loss: 2.39839, Accuracy: 0.40892
Epoch 276/300, Loss: 2.37002, Accuracy: 0.41352
Epoch 277/300, Loss: 2.37534, Accuracy: 0.41296
Epoch 278/300, Loss: 2.36511, Accuracy: 0.41600
Epoch 279/300, Loss: 2.40362, Accuracy: 0.41232
Epoch 280/300, Loss: 2.38125, Accuracy: 0.41620
Epoch 281/300, Loss: 2.36831, Accuracy: 0.41626
Epoch 282/300, Loss: 2.35480, Accuracy: 0.41832
Epoch 283/300, Loss: 2.38988, Accuracy: 0.41260
Epoch 284/300, Loss: 2.38327, Accuracy: 0.41414
Epoch 285/300, Loss: 2.47219, Accuracy: 0.40458
Epoch 286/300, Loss: 2.42552, Accuracy: 0.41104
Epoch 287/300, Loss: 2.39987, Accuracy: 0.40690
Epoch 288/300, Loss: 2.49841, Accuracy: 0.39744
Epoch 289/300, Loss: 2.30459, Accuracy: 0.42382
Epoch 290/300, Loss: 2.37614, Accuracy: 0.41540
Epoch 291/300, Loss: 2.33043, Accuracy: 0.42302
Epoch 292/300, Loss: 2.46773, Accuracy: 0.39808
Epoch 293/300, Loss: 2.34837, Accuracy: 0.41788
Epoch 294/300, Loss: 2.39237, Accuracy: 0.41212
Epoch 295/300, Loss: 2.36557, Accuracy: 0.41844
Epoch 296/300, Loss: 2.41100, Accuracy: 0.41258
Epoch 297/300, Loss: 2.36436, Accuracy: 0.41532
Epoch 298/300, Loss: 2.32666, Accuracy: 0.42398
Epoch 299/300, Loss: 2.49646, Accuracy: 0.39954
Epoch 300/300, Loss: 2.43174, Accuracy: 0.40562

Final Training Accuracy: 0.4056 (40.56%)
Best Training Accuracy: 0.4305 (43.05%) at Epoch 257

Generating training plot...
Training plot saved to: training_accuracy_plot.png
==========================================
End Time: Wed Nov  5 11:46:16 PM CST 2025
Test completed successfully!
==========================================
